Season,Date,Month,Home Team,Away Team,Result FullTime,Result HalfTime,HomeGoals FullTime,AwayGoals FullTime,HomeGoals HalfTime,AwyaGoals HalfTime,HomeCard Red,AwayCard Red,HomeCard Yellow,AwayCard Yellow,Validation,,
2020/2021,5/9/2021,May,Aston Villa,Man United,A,H,1,3,1,0,1,0,1,1,T,,
2020/2021,5/9/2021,May,West Ham,Everton,A,A,0,1,0,1,0,0,2,1,T,,
2020/2021,5/9/2021,May,Arsenal,West Brom,H,H,3,1,2,0,0,0,1,2,T,,
2020/2021,5/10/2021,May,Fulham,Burnley,A,A,0,2,0,2,0,0,2,0,T,,
2020/2021,5/11/2021,May,Man United,Leicester,A,D,1,2,1,1,0,0,0,0,T,,
2020/2021,5/11/2021,May,Southampton,Crystal Palace,H,D,3,1,1,1,0,0,2,3,T,,
2020/2021,5/12/2021,May,Chelsea,Arsenal,A,A,0,1,0,1,0,0,0,1,T,,
2020/2021,5/13/2021,May,Aston Villa,Everton,D,D,0,0,0,0,0,0,2,0,T,,
2020/2021,5/13/2021,May,Man United,Liverpool,A,A,2,4,1,2,0,0,3,0,T,,
2020/2021,5/14/2021,May,Newcastle,Man City,A,D,3,4,2,2,0,0,2,2,T,,
2020/2021,5/15/2021,May,Burnley,Leeds,A,A,0,4,0,1,0,0,1,1,T,,
2020/2021,5/15/2021,May,Southampton,Fulham,H,H,3,1,1,0,0,0,0,1,T,,
2020/2021,5/15/2021,May,Brighton,West Ham,D,D,1,1,0,0,0,0,1,1,T,,
2020/2021,5/16/2021,May,Crystal Palace,Aston Villa,H,A,3,2,1,2,0,0,3,2,T,,
2020/2021,5/16/2021,May,Tottenham,Wolves,H,H,2,0,1,0,0,0,1,0,T,,
2020/2021,5/16/2021,May,West Brom,Liverpool,A,D,1,2,1,1,0,0,0,0,T,,
2020/2021,5/16/2021,May,Everton,Sheffield United,A,A,0,1,0,1,0,0,1,3,T,,
2020/2021,5/18/2021,May,Man United,Fulham,D,H,1,1,1,0,0,0,2,3,T,,
2020/2021,5/18/2021,May,Southampton,Leeds,A,D,0,2,0,0,0,0,0,3,T,,
2020/2021,5/18/2021,May,Brighton,Man City,H,A,3,2,0,1,0,1,3,3,T,,
2020/2021,5/18/2021,May,Chelsea,Leicester,H,D,2,1,0,0,0,0,2,4,T,,
2020/2021,5/19/2021,May,Everton,Wolves,H,D,1,0,0,0,0,0,0,2,T,,
2020/2021,5/19/2021,May,Newcastle,Sheffield United,H,H,1,0,1,0,0,0,0,2,T,,
2020/2021,5/19/2021,May,Tottenham,Aston Villa,A,A,1,2,1,2,0,0,1,1,T,,
2020/2021,5/19/2021,May,Crystal Palace,Arsenal,A,A,1,3,0,1,0,0,2,1,T,,
2020/2021,5/19/2021,May,Burnley,Liverpool,A,A,0,3,0,1,0,0,0,0,T,,
2020/2021,5/19/2021,May,West Brom,West Ham,A,D,1,3,1,1,0,0,2,2,T,,
2020/2021,5/23/2021,May,Arsenal,Brighton,H,D,2,0,0,0,0,0,0,0,T,,
2020/2021,5/23/2021,May,Aston Villa,Chelsea,H,H,2,1,1,0,0,1,3,3,T,,
2020/2021,5/23/2021,May,Fulham,Newcastle,A,A,0,2,0,1,0,0,1,0,T,,
2020/2021,5/23/2021,May,Leeds,West Brom,H,H,3,1,2,0,0,0,2,1,T,,
2020/2021,5/23/2021,May,Leicester,Tottenham,A,D,2,4,1,1,0,0,0,2,T,,
2020/2021,5/23/2021,May,Liverpool,Crystal Palace,H,H,2,0,1,0,0,0,2,2,T,,
2020/2021,5/23/2021,May,Man City,Everton,H,H,5,0,2,0,0,0,2,2,T,,
2020/2021,5/23/2021,May,Sheffield United,Burnley,H,H,1,0,1,0,0,0,3,1,T,,
2020/2021,5/23/2021,May,West Ham,Southampton,H,H,3,0,2,0,0,0,0,3,T,,
2020/2021,5/23/2021,May,Wolves,Man United,A,A,1,2,1,2,0,0,4,1,T,,
2021/2022,8/13/2021,August,Brentford,Arsenal,H,H,2,0,1,0,0,0,0,0,T,,
2021/2022,8/14/2021,August,Man United,Leeds,H,H,5,1,1,0,0,0,1,2,T,,
2021/2022,8/14/2021,August,Burnley,Brighton,A,H,1,2,1,0,0,0,2,1,T,,
2021/2022,8/14/2021,August,Chelsea,Crystal Palace,H,H,3,0,2,0,0,0,0,0,T,,
2021/2022,8/14/2021,August,Everton,Southampton,H,A,3,1,0,1,0,0,2,0,T,,
2021/2022,8/14/2021,August,Leicester,Wolves,H,H,1,0,1,0,0,0,1,2,T,,
2021/2022,8/14/2021,August,Watford,Aston Villa,H,H,3,2,2,0,0,0,3,1,T,,
2021/2022,8/14/2021,August,Norwich,Liverpool,A,A,0,3,0,1,0,0,1,1,T,,
2021/2022,8/15/2021,August,Newcastle,West Ham,A,H,2,4,2,1,0,0,1,0,T,,
2021/2022,8/15/2021,August,Tottenham,Man City,H,D,1,0,0,0,0,0,2,1,T,,
2021/2022,8/21/2021,August,Liverpool,Burnley,H,H,2,0,1,0,0,0,0,0,T,,
2021/2022,8/21/2021,August,Aston Villa,Newcastle,H,H,2,0,1,0,0,0,3,4,T,,
2021/2022,8/21/2021,August,Crystal Palace,Brentford,D,D,0,0,0,0,0,0,3,1,T,,
2021/2022,8/21/2021,August,Leeds,Everton,D,D,2,2,1,1,0,0,2,4,T,,
2021/2022,8/21/2021,August,Man City,Norwich,H,H,5,0,2,0,0,0,1,0,T,,
2021/2022,8/21/2021,August,Brighton,Watford,H,H,2,0,2,0,0,0,4,0,T,,
2021/2022,8/22/2021,August,Southampton,Man United,D,H,1,1,1,0,0,0,2,3,T,,
2021/2022,8/22/2021,August,Wolves,Tottenham,A,A,0,1,0,1,0,0,1,4,T,,
2021/2022,8/22/2021,August,Arsenal,Chelsea,A,A,0,2,0,2,0,0,3,0,T,,
2021/2022,8/23/2021,August,West Ham,Leicester,H,H,4,1,1,0,0,1,0,1,T,,
2021/2022,8/28/2021,August,Man City,Arsenal,H,H,5,0,3,0,0,1,1,2,T,,
2021/2022,8/28/2021,August,Aston Villa,Brentford,D,D,1,1,1,1,0,0,3,3,T,,
2021/2022,8/28/2021,August,Brighton,Everton,A,A,0,2,0,1,0,0,1,2,T,,
2021/2022,8/28/2021,August,Newcastle,Southampton,D,D,2,2,0,0,0,0,3,3,T,,
2021/2022,8/28/2021,August,Norwich,Leicester,A,D,1,2,1,1,0,0,2,1,T,,
2021/2022,8/28/2021,August,West Ham,Crystal Palace,D,H,2,2,1,0,0,0,1,0,T,,
2021/2022,8/28/2021,August,Liverpool,Chelsea,D,D,1,1,1,1,0,1,0,2,T,,
2021/2022,8/29/2021,August,Burnley,Leeds,D,D,1,1,0,0,0,0,4,3,T,,
2021/2022,8/29/2021,August,Tottenham,Watford,H,H,1,0,1,0,0,0,3,3,T,,
2021/2022,8/29/2021,August,Wolves,Man United,A,D,0,1,0,0,0,0,3,4,T,,
2021/2022,9/11/2021,September,Crystal Palace,Tottenham,H,D,3,0,0,0,0,1,2,1,T,,
2021/2022,9/11/2021,September,Arsenal,Norwich,H,D,1,0,0,0,0,0,1,2,T,,
2021/2022,9/11/2021,September,Brentford,Brighton,A,D,0,1,0,0,0,0,3,2,T,,
2021/2022,9/11/2021,September,Leicester,Man City,A,D,0,1,0,0,0,0,1,2,T,,
2021/2022,9/11/2021,September,Man United,Newcastle,H,H,4,1,1,0,0,0,1,0,T,,
2021/2022,9/11/2021,September,Southampton,West Ham,D,D,0,0,0,0,0,1,3,1,T,,
2021/2022,9/11/2021,September,Watford,Wolves,A,D,0,2,0,0,0,0,3,3,T,,
2021/2022,9/11/2021,September,Chelsea,Aston Villa,H,H,3,0,1,0,0,0,1,4,T,,
2021/2022,9/12/2021,September,Leeds,Liverpool,A,A,0,3,0,1,1,0,2,1,T,,
2021/2022,9/13/2021,September,Everton,Burnley,H,D,3,1,0,0,0,0,1,1,T,,
2021/2022,9/17/2021,September,Newcastle,Leeds,D,D,1,1,1,1,0,0,2,2,T,,
2021/2022,9/18/2021,September,Wolves,Brentford,A,A,0,2,0,2,0,1,4,2,T,,
2021/2022,9/18/2021,September,Burnley,Arsenal,A,A,0,1,0,1,0,0,2,1,T,,
2021/2022,9/18/2021,September,Liverpool,Crystal Palace,H,H,3,0,1,0,0,0,3,1,T,,
2021/2022,9/18/2021,September,Man City,Southampton,D,D,0,0,0,0,0,0,0,2,T,,
2021/2022,9/18/2021,September,Norwich,Watford,A,D,1,3,1,1,0,0,1,1,T,,
2021/2022,9/18/2021,September,Aston Villa,Everton,H,D,3,0,0,0,0,0,1,1,T,,
2021/2022,9/19/2021,September,Brighton,Leicester,H,H,2,1,1,0,0,0,2,1,T,,
2021/2022,9/19/2021,September,West Ham,Man United,A,D,1,2,1,1,0,0,0,0,T,,
2021/2022,9/19/2021,September,Tottenham,Chelsea,A,D,0,3,0,0,0,0,0,1,T,,
2021/2022,9/25/2021,September,Chelsea,Man City,A,D,0,1,0,0,0,0,3,2,T,,
2021/2022,9/25/2021,September,Man United,Aston Villa,A,D,0,1,0,0,0,0,2,2,T,,
2021/2022,9/25/2021,September,Everton,Norwich,H,H,2,0,1,0,0,0,2,3,T,,
2021/2022,9/25/2021,September,Leeds,West Ham,A,H,1,2,1,0,0,0,3,2,T,,
2021/2022,9/25/2021,September,Leicester,Burnley,D,A,2,2,1,2,0,0,2,4,T,,
2021/2022,9/25/2021,September,Watford,Newcastle,D,A,1,1,0,1,0,0,4,3,T,,
2021/2022,9/25/2021,September,Brentford,Liverpool,D,D,3,3,1,1,0,0,1,1,T,,
2021/2022,9/26/2021,September,Southampton,Wolves,A,D,0,1,0,0,0,0,0,0,T,,
2021/2022,9/26/2021,September,Arsenal,Tottenham,H,H,3,1,3,0,0,0,2,1,T,,
2021/2022,9/27/2021,September,Crystal Palace,Brighton,D,H,1,1,1,0,0,0,2,3,T,,
2021/2022,10/2/2021,October,Man United,Everton,D,H,1,1,1,0,0,0,1,1,T,,
2021/2022,10/2/2021,October,Burnley,Norwich,D,D,0,0,0,0,0,0,5,2,T,,
2021/2022,10/2/2021,October,Chelsea,Southampton,H,H,3,1,1,0,0,1,1,3,T,,
2021/2022,10/2/2021,October,Leeds,Watford,H,H,1,0,1,0,0,0,0,3,T,,
2021/2022,10/2/2021,October,Wolves,Newcastle,H,D,2,1,1,1,0,0,0,2,T,,
2021/2022,10/2/2021,October,Brighton,Arsenal,D,D,0,0,0,0,0,0,2,1,T,,
2021/2022,10/3/2021,October,Crystal Palace,Leicester,D,A,2,2,0,2,0,0,2,3,T,,
2021/2022,10/3/2021,October,Tottenham,Aston Villa,H,H,2,1,1,0,0,0,2,1,T,,
2021/2022,10/3/2021,October,West Ham,Brentford,A,A,1,2,0,1,0,0,2,3,T,,
2021/2022,10/3/2021,October,Liverpool,Man City,D,D,2,2,0,0,0,0,3,3,T,,
2021/2022,10/16/2021,October,Watford,Liverpool,A,A,0,5,0,2,0,0,0,0,T,,
2021/2022,10/16/2021,October,Aston Villa,Wolves,A,D,2,3,0,0,0,0,2,3,T,,
2021/2022,10/16/2021,October,Leicester,Man United,H,D,4,2,1,1,0,0,0,3,T,,
2021/2022,10/16/2021,October,Man City,Burnley,H,H,2,0,1,0,0,0,1,0,T,,
2021/2022,10/16/2021,October,Norwich,Brighton,D,D,0,0,0,0,0,0,3,5,T,,
2021/2022,10/16/2021,October,Southampton,Leeds,H,D,1,0,0,0,0,0,2,3,T,,
2021/2022,10/16/2021,October,Brentford,Chelsea,A,A,0,1,0,1,0,0,1,1,T,,
2021/2022,10/17/2021,October,Everton,West Ham,A,D,0,1,0,0,0,0,0,2,T,,
2021/2022,10/17/2021,October,Newcastle,Tottenham,A,A,2,3,1,3,1,0,4,1,T,,
2021/2022,10/18/2021,October,Arsenal,Crystal Palace,D,H,2,2,1,0,0,0,1,1,T,,
2021/2022,10/22/2021,October,Arsenal,Aston Villa,H,H,3,1,2,0,0,0,2,5,T,,
2021/2022,10/23/2021,October,Chelsea,Norwich,H,H,7,0,3,0,0,1,0,2,T,,
2021/2022,10/23/2021,October,Crystal Palace,Newcastle,D,D,1,1,0,0,0,0,3,4,T,,
2021/2022,10/23/2021,October,Everton,Watford,A,D,2,5,1,1,0,0,4,3,T,,
2021/2022,10/23/2021,October,Leeds,Wolves,D,A,1,1,0,1,0,0,2,3,T,,
2021/2022,10/23/2021,October,Southampton,Burnley,D,D,2,2,1,1,0,0,1,3,T,,
2021/2022,10/23/2021,October,Brighton,Man City,A,A,1,4,0,3,0,0,2,3,T,,
2021/2022,10/24/2021,October,Brentford,Leicester,A,A,1,2,0,1,0,0,1,1,T,,
2021/2022,10/24/2021,October,West Ham,Tottenham,H,D,1,0,0,0,0,0,2,1,T,,
2021/2022,10/24/2021,October,Man United,Liverpool,A,A,0,5,0,4,1,0,6,0,T,,
2021/2022,10/30/2021,October,Leicester,Arsenal,A,A,0,2,0,2,0,0,2,0,T,,
2021/2022,10/30/2021,October,Burnley,Brentford,H,H,3,1,3,0,0,0,1,1,T,,
2021/2022,10/30/2021,October,Liverpool,Brighton,D,H,2,2,2,1,0,0,2,2,T,,
2021/2022,10/30/2021,October,Man City,Crystal Palace,A,A,0,2,0,1,1,0,2,3,T,,
2021/2022,10/30/2021,October,Newcastle,Chelsea,A,D,0,3,0,0,0,0,3,2,T,,
2021/2022,10/30/2021,October,Watford,Southampton,A,A,0,1,0,1,0,0,2,2,T,,
2021/2022,10/30/2021,October,Tottenham,Man United,A,A,0,3,0,1,0,0,2,3,T,,
2021/2022,10/31/2021,October,Norwich,Leeds,A,D,1,2,0,0,0,0,1,4,T,,
2021/2022,10/31/2021,October,Aston Villa,West Ham,A,A,1,4,1,2,1,0,1,2,T,,
2021/2022,11/1/2021,November,Wolves,Everton,H,H,2,1,2,0,0,0,1,1,T,,
2021/2022,11/5/2021,November,Southampton,Aston Villa,H,H,1,0,1,0,0,0,2,2,T,,
2021/2022,11/6/2021,November,Man United,Man City,A,A,0,2,0,2,0,0,1,2,T,,
2021/2022,11/6/2021,November,Brentford,Norwich,A,A,1,2,0,2,0,0,2,3,T,,
2021/2022,11/6/2021,November,Chelsea,Burnley,D,H,1,1,1,0,0,0,1,4,T,,
2021/2022,11/6/2021,November,Crystal Palace,Wolves,H,D,2,0,0,0,0,0,2,1,T,,
2021/2022,11/6/2021,November,Brighton,Newcastle,D,H,1,1,1,0,1,0,3,4,T,,
2021/2022,11/7/2021,November,Arsenal,Watford,H,D,1,0,0,0,0,1,4,2,T,,
2021/2022,11/7/2021,November,Everton,Tottenham,D,D,0,0,0,0,1,0,2,4,T,,
2021/2022,11/7/2021,November,Leeds,Leicester,D,D,1,1,1,1,0,0,1,1,T,,
2021/2022,11/7/2021,November,West Ham,Liverpool,H,D,3,2,1,1,0,0,1,1,T,,
2021/2022,11/20/2021,November,Leicester,Chelsea,A,A,0,3,0,2,0,0,3,1,T,,
2021/2022,11/20/2021,November,Aston Villa,Brighton,H,D,2,0,0,0,0,0,3,3,T,,
2021/2022,11/20/2021,November,Burnley,Crystal Palace,D,A,3,3,2,3,0,0,2,3,T,,
2021/2022,11/20/2021,November,Newcastle,Brentford,D,D,3,3,2,2,0,0,2,2,T,,
2021/2022,11/20/2021,November,Norwich,Southampton,H,D,2,1,1,1,0,0,3,2,T,,
2021/2022,11/20/2021,November,Watford,Man United,H,H,4,1,2,0,0,1,2,1,T,,
2021/2022,11/20/2021,November,Wolves,West Ham,H,D,1,0,0,0,0,0,1,1,T,,
2021/2022,11/20/2021,November,Liverpool,Arsenal,H,H,4,0,1,0,0,0,2,0,T,,
2021/2022,11/21/2021,November,Man City,Everton,H,H,3,0,1,0,0,0,1,1,T,,
2021/2022,11/21/2021,November,Tottenham,Leeds,H,A,2,1,0,1,0,0,1,4,T,,
2021/2022,11/27/2021,November,Arsenal,Newcastle,H,D,2,0,0,0,0,0,1,3,T,,
2021/2022,11/27/2021,November,Crystal Palace,Aston Villa,A,A,1,2,0,1,0,0,3,3,T,,
2021/2022,11/27/2021,November,Liverpool,Southampton,H,H,4,0,3,0,0,0,0,1,T,,
2021/2022,11/27/2021,November,Norwich,Wolves,D,D,0,0,0,0,0,0,2,2,T,,
2021/2022,11/27/2021,November,Brighton,Leeds,D,D,0,0,0,0,0,0,1,3,T,,
2021/2022,11/28/2021,November,Brentford,Everton,H,H,1,0,1,0,0,0,4,3,T,,
2021/2022,11/28/2021,November,Leicester,Watford,H,H,4,2,3,1,0,0,0,0,T,,
2021/2022,11/28/2021,November,Man City,West Ham,H,H,2,1,1,0,0,0,2,0,T,,
2021/2022,11/28/2021,November,Chelsea,Man United,D,D,1,1,0,0,0,0,2,5,T,,
2021/2022,11/30/2021,November,Newcastle,Norwich,D,D,1,1,0,0,0,1,0,0,T,,
2021/2022,11/30/2021,November,Leeds,Crystal Palace,H,D,1,0,0,0,0,0,5,3,T,,
2021/2022,12/1/2021,December,Southampton,Leicester,D,H,2,2,2,1,0,0,1,3,T,,
2021/2022,12/1/2021,December,Watford,Chelsea,A,D,1,2,1,1,0,0,4,3,T,,
2021/2022,12/1/2021,December,West Ham,Brighton,D,H,1,1,1,0,0,0,1,1,T,,
2021/2022,12/1/2021,December,Wolves,Burnley,D,D,0,0,0,0,0,0,2,3,T,,
2021/2022,12/1/2021,December,Aston Villa,Man City,A,A,1,2,0,2,0,0,0,0,T,,
2021/2022,12/1/2021,December,Everton,Liverpool,A,A,1,4,1,2,0,0,4,3,T,,
2021/2022,12/2/2021,December,Tottenham,Brentford,H,H,2,0,1,0,0,0,0,0,T,,
2021/2022,12/2/2021,December,Man United,Arsenal,H,D,3,2,1,1,0,0,1,0,T,,
2021/2022,12/4/2021,December,West Ham,Chelsea,H,A,3,2,1,2,0,0,1,3,T,,
2021/2022,12/4/2021,December,Newcastle,Burnley,H,H,1,0,1,0,0,0,1,1,T,,
2021/2022,12/4/2021,December,Southampton,Brighton,D,H,1,1,1,0,0,0,4,2,T,,
2021/2022,12/4/2021,December,Wolves,Liverpool,A,D,0,1,0,0,0,0,2,2,T,,
2021/2022,12/4/2021,December,Watford,Man City,A,A,1,3,0,2,0,0,3,0,T,,
2021/2022,12/5/2021,December,Leeds,Brentford,D,H,2,2,1,0,0,0,5,3,T,,
2021/2022,12/5/2021,December,Man United,Crystal Palace,H,D,1,0,0,0,0,0,2,2,T,,
2021/2022,12/5/2021,December,Tottenham,Norwich,H,H,3,0,1,0,0,0,1,2,T,,
2021/2022,12/5/2021,December,Aston Villa,Leicester,H,D,2,1,1,1,0,0,1,1,T,,
2021/2022,12/6/2021,December,Everton,Arsenal,H,A,2,1,0,1,0,0,2,2,T,,
2021/2022,12/10/2021,December,Brentford,Watford,H,A,2,1,0,1,0,0,4,0,T,,
2021/2022,12/11/2021,December,Man City,Wolves,H,D,1,0,0,0,0,1,3,2,T,,
2021/2022,12/11/2021,December,Arsenal,Southampton,H,H,3,0,2,0,0,0,2,0,T,,
2021/2022,12/11/2021,December,Chelsea,Leeds,H,D,3,2,1,1,0,0,2,5,T,,
2021/2022,12/11/2021,December,Liverpool,Aston Villa,H,D,1,0,0,0,0,0,1,2,T,,
2021/2022,12/11/2021,December,Norwich,Man United,A,D,0,1,0,0,0,0,1,1,T,,
2021/2022,12/12/2021,December,Burnley,West Ham,D,D,0,0,0,0,0,0,2,1,T,,
2021/2022,12/12/2021,December,Leicester,Newcastle,H,H,4,0,1,0,0,0,2,3,T,,
2021/2022,12/12/2021,December,Crystal Palace,Everton,H,H,3,1,1,0,0,0,0,2,T,,
2021/2022,12/14/2021,December,Norwich,Aston Villa,A,A,0,2,0,1,0,0,3,1,T,,
2021/2022,12/14/2021,December,Man City,Leeds,H,H,7,0,3,0,0,0,1,1,T,,
2021/2022,12/15/2021,December,Brighton,Wolves,A,A,0,1,0,1,0,0,2,0,T,,
2021/2022,12/15/2021,December,Crystal Palace,Southampton,D,A,2,2,1,2,0,0,2,4,T,,
2021/2022,12/15/2021,December,Arsenal,West Ham,H,D,2,0,0,0,0,1,2,0,T,,
2021/2022,12/16/2021,December,Chelsea,Everton,D,D,1,1,0,0,0,0,2,3,T,,
2021/2022,12/16/2021,December,Liverpool,Newcastle,H,H,3,1,2,1,0,0,1,3,T,,
2021/2022,12/18/2021,December,Leeds,Arsenal,A,A,1,4,0,3,0,0,3,1,T,,
2021/2022,12/19/2021,December,Newcastle,Man City,A,A,0,4,0,2,0,0,1,2,T,,
2021/2022,12/19/2021,December,Wolves,Chelsea,D,D,0,0,0,0,0,0,0,2,T,,
2021/2022,12/19/2021,December,Tottenham,Liverpool,D,D,2,2,1,1,0,1,4,4,T,,
2021/2022,12/26/2021,December,Man City,Leicester,H,H,6,3,4,0,0,0,1,2,T,,
2021/2022,12/26/2021,December,Norwich,Arsenal,A,A,0,5,0,2,0,0,1,2,T,,
2021/2022,12/26/2021,December,Tottenham,Crystal Palace,H,H,3,0,2,0,0,1,1,1,T,,
2021/2022,12/26/2021,December,West Ham,Southampton,A,A,2,3,0,1,0,0,2,3,T,,
2021/2022,12/26/2021,December,Aston Villa,Chelsea,A,D,1,3,1,1,0,0,3,1,T,,
2021/2022,12/26/2021,December,Brighton,Brentford,H,H,2,0,2,0,0,0,1,3,T,,
2021/2022,12/27/2021,December,Newcastle,Man United,D,H,1,1,1,0,0,0,3,3,T,,
2021/2022,12/28/2021,December,Crystal Palace,Norwich,H,H,3,0,3,0,0,0,1,2,T,,
2021/2022,12/28/2021,December,Southampton,Tottenham,D,D,1,1,1,1,1,0,2,2,T,,
2021/2022,12/28/2021,December,Watford,West Ham,A,A,1,4,1,2,0,0,0,1,T,,
2021/2022,12/28/2021,December,Leicester,Liverpool,H,D,1,0,0,0,0,0,0,1,T,,
2021/2022,12/29/2021,December,Chelsea,Brighton,D,H,1,1,1,0,0,0,4,1,T,,
2021/2022,12/29/2021,December,Brentford,Man City,A,A,0,1,0,1,0,0,0,0,T,,
2021/2022,12/30/2021,December,Man United,Burnley,H,H,3,1,3,1,0,0,0,0,T,,
2021/2022,1/1/2022,January,Arsenal,Man City,A,H,1,2,1,0,1,0,3,2,T,,
2021/2022,1/1/2022,January,Watford,Tottenham,A,D,0,1,0,0,0,0,0,1,T,,
2021/2022,1/1/2022,January,Crystal Palace,West Ham,A,A,2,3,0,3,0,0,0,2,T,,
2021/2022,1/2/2022,January,Brentford,Aston Villa,H,D,2,1,1,1,0,0,2,2,T,,
2021/2022,1/2/2022,January,Everton,Brighton,A,A,2,3,0,2,0,0,1,1,T,,
2021/2022,1/2/2022,January,Leeds,Burnley,H,H,3,1,1,0,0,0,2,1,T,,
2021/2022,1/2/2022,January,Chelsea,Liverpool,D,D,2,2,2,2,0,0,1,2,T,,
2021/2022,1/3/2022,January,Man United,Wolves,A,D,0,1,0,0,0,0,3,1,T,,
2021/2022,1/11/2022,January,Southampton,Brentford,H,H,4,1,2,1,0,0,0,1,T,,
2021/2022,1/12/2022,January,West Ham,Norwich,H,H,2,0,1,0,0,0,0,0,T,,
2021/2022,1/14/2022,January,Brighton,Crystal Palace,D,D,1,1,0,0,0,0,0,2,T,,
2021/2022,1/15/2022,January,Man City,Chelsea,H,D,1,0,0,0,0,0,0,2,T,,
2021/2022,1/15/2022,January,Newcastle,Watford,D,D,1,1,0,0,0,0,3,2,T,,
2021/2022,1/15/2022,January,Norwich,Everton,H,H,2,1,2,0,0,0,3,1,T,,
2021/2022,1/15/2022,January,Wolves,Southampton,H,H,3,1,1,0,0,0,2,3,T,,
2021/2022,1/15/2022,January,Aston Villa,Man United,D,A,2,2,0,1,0,0,1,2,T,,
2021/2022,1/16/2022,January,Liverpool,Brentford,H,H,3,0,1,0,0,0,0,1,T,,
2021/2022,1/16/2022,January,West Ham,Leeds,A,A,2,3,1,2,0,0,3,2,T,,
2021/2022,1/18/2022,January,Brighton,Chelsea,D,A,1,1,0,1,0,0,1,2,T,,
2021/2022,1/19/2022,January,Leicester,Tottenham,A,D,2,3,1,1,0,0,1,2,T,,
2021/2022,1/19/2022,January,Brentford,Man United,A,D,1,3,0,0,0,0,0,0,T,,
2021/2022,1/21/2022,January,Watford,Norwich,A,D,0,3,0,0,1,0,0,1,T,,
2021/2022,1/22/2022,January,Everton,Aston Villa,A,A,0,1,0,1,0,0,5,3,T,,
2021/2022,1/22/2022,January,Brentford,Wolves,A,D,1,2,0,0,0,0,2,3,T,,
2021/2022,1/22/2022,January,Leeds,Newcastle,A,D,0,1,0,0,0,0,4,2,T,,
2021/2022,1/22/2022,January,Man United,West Ham,H,D,1,0,0,0,0,0,1,1,T,,
2021/2022,1/22/2022,January,Southampton,Man City,D,H,1,1,1,0,0,0,3,0,T,,
2021/2022,1/23/2022,January,Arsenal,Burnley,D,D,0,0,0,0,0,0,0,2,T,,
2021/2022,1/23/2022,January,Crystal Palace,Liverpool,A,A,1,3,0,2,0,0,4,1,T,,
2021/2022,1/23/2022,January,Leicester,Brighton,D,D,1,1,0,0,0,0,0,1,T,,
2021/2022,1/23/2022,January,Chelsea,Tottenham,H,D,2,0,0,0,0,0,2,1,T,,
2021/2022,2/5/2022,February,Burnley,Watford,D,D,0,0,0,0,0,0,1,2,T,,
2021/2022,2/8/2022,February,Newcastle,Everton,H,D,3,1,1,1,0,0,2,3,T,,
2021/2022,2/8/2022,February,West Ham,Watford,H,D,1,0,0,0,0,0,1,0,T,,
2021/2022,2/8/2022,February,Burnley,Man United,D,A,1,1,0,1,0,0,2,1,T,,
2021/2022,2/9/2022,February,Man City,Brentford,H,H,2,0,1,0,0,0,0,0,T,,
2021/2022,2/9/2022,February,Norwich,Crystal Palace,D,H,1,1,1,0,0,0,1,2,T,,
2021/2022,2/9/2022,February,Tottenham,Southampton,A,D,2,3,1,1,0,0,2,3,T,,
2021/2022,2/9/2022,February,Aston Villa,Leeds,D,H,3,3,3,2,1,0,1,3,T,,
2021/2022,2/10/2022,February,Liverpool,Leicester,H,H,2,0,1,0,0,0,1,0,T,,
2021/2022,2/10/2022,February,Wolves,Arsenal,A,A,0,1,0,1,0,1,2,3,T,,
2021/2022,2/12/2022,February,Man United,Southampton,D,H,1,1,1,0,0,0,4,0,T,,
2021/2022,2/12/2022,February,Brentford,Crystal Palace,D,D,0,0,0,0,0,0,1,0,T,,
2021/2022,2/12/2022,February,Everton,Leeds,H,H,3,0,2,0,0,0,1,1,T,,
2021/2022,2/12/2022,February,Watford,Brighton,A,A,0,2,0,1,0,0,3,2,T,,
2021/2022,2/12/2022,February,Norwich,Man City,A,A,0,4,0,1,0,0,0,2,T,,
2021/2022,2/13/2022,February,Burnley,Liverpool,A,A,0,1,0,1,0,0,0,1,T,,
2021/2022,2/13/2022,February,Newcastle,Aston Villa,H,H,1,0,1,0,0,0,3,4,T,,
2021/2022,2/13/2022,February,Tottenham,Wolves,A,A,0,2,0,2,0,0,3,1,T,,
2021/2022,2/13/2022,February,Leicester,West Ham,D,D,2,2,1,1,0,0,1,2,T,,
2021/2022,2/15/2022,February,Man United,Brighton,H,D,2,0,0,0,0,1,3,1,T,,
2021/2022,2/19/2022,February,West Ham,Newcastle,D,D,1,1,1,1,0,0,3,3,T,,
2021/2022,2/19/2022,February,Arsenal,Brentford,H,D,2,1,0,0,0,0,1,1,T,,
2021/2022,2/19/2022,February,Aston Villa,Watford,A,D,0,1,0,0,0,0,1,2,T,,
2021/2022,2/19/2022,February,Brighton,Burnley,A,A,0,3,0,2,0,0,1,4,T,,
2021/2022,2/19/2022,February,Crystal Palace,Chelsea,A,D,0,1,0,0,0,0,1,3,T,,
2021/2022,2/19/2022,February,Liverpool,Norwich,H,D,3,1,0,0,0,0,0,1,T,,
2021/2022,2/19/2022,February,Southampton,Everton,H,D,2,0,0,0,0,0,0,2,T,,
2021/2022,2/19/2022,February,Man City,Tottenham,A,D,2,3,1,1,0,0,0,3,T,,
