Season,Date,Month,Home Team,Away Team,Result FullTime,Result HalfTime,HomeGoals FullTime,AwayGoals FullTime,HomeGoals HalfTime,AwyaGoals HalfTime,HomeCard Red,AwayCard Red,HomeCard Yellow,AwayCard Yellow,Validation,,
2015/2016,12/26/2015,December,Bournemouth,Crystal Palace,D,D,0,0,0,0,0,0,1,0,T,,
2015/2016,12/26/2015,December,Chelsea,Watford,D,D,2,2,1,1,0,0,1,4,T,,
2015/2016,12/26/2015,December,Liverpool,Leicester,H,D,1,0,0,0,0,0,2,1,T,,
2015/2016,12/26/2015,December,Man City,Sunderland,H,H,4,1,3,0,0,0,1,1,T,,
2015/2016,12/26/2015,December,Newcastle,Everton,A,D,0,1,0,0,0,0,2,2,T,,
2015/2016,12/26/2015,December,Southampton,Arsenal,H,H,4,0,1,0,0,0,1,0,T,,
2015/2016,12/26/2015,December,Stoke,Man United,H,H,2,0,2,0,0,0,1,2,T,,
2015/2016,12/26/2015,December,Swansea,West Brom,H,H,1,0,1,0,0,0,1,3,T,,
2015/2016,12/26/2015,December,Tottenham,Norwich,H,H,3,0,2,0,0,0,1,2,T,,
2015/2016,12/28/2015,December,Arsenal,Bournemouth,H,H,2,0,1,0,0,0,2,0,T,,
2015/2016,12/28/2015,December,Crystal Palace,Swansea,D,D,0,0,0,0,0,0,3,2,T,,
2015/2016,12/28/2015,December,Everton,Stoke,A,A,3,4,1,2,0,0,2,1,T,,
2015/2016,12/28/2015,December,Man United,Chelsea,D,D,0,0,0,0,0,0,4,2,T,,
2015/2016,12/28/2015,December,Norwich,Aston Villa,H,H,2,0,1,0,0,0,2,5,T,,
2015/2016,12/28/2015,December,Watford,Tottenham,A,D,1,2,1,1,1,0,4,2,T,,
2015/2016,12/28/2015,December,West Brom,Newcastle,H,D,1,0,0,0,0,0,0,0,T,,
2015/2016,12/28/2015,December,West Ham,Southampton,H,A,2,1,0,1,0,0,1,3,T,,
2015/2016,12/29/2015,December,Leicester,Man City,D,D,0,0,0,0,0,0,1,3,T,,
2015/2016,12/30/2015,December,Sunderland,Liverpool,A,D,0,1,0,0,0,0,1,3,T,,
2015/2016,1/2/2016,January,Arsenal,Newcastle,H,D,1,0,0,0,0,0,2,2,T,,
2015/2016,1/2/2016,January,Leicester,Bournemouth,D,D,0,0,0,0,0,1,1,1,T,,
2015/2016,1/2/2016,January,Man United,Swansea,H,D,2,1,0,0,0,0,2,1,T,,
2015/2016,1/2/2016,January,Norwich,Southampton,H,D,1,0,0,0,0,1,1,0,T,,
2015/2016,1/2/2016,January,Sunderland,Aston Villa,H,H,3,1,1,0,0,0,3,4,T,,
2015/2016,1/2/2016,January,Watford,Man City,A,D,1,2,0,0,0,0,1,0,T,,
2015/2016,1/2/2016,January,West Brom,Stoke,H,D,2,1,0,0,0,1,1,1,T,,
2015/2016,1/2/2016,January,West Ham,Liverpool,H,H,2,0,1,0,0,0,1,1,T,,
2015/2016,1/3/2016,January,Crystal Palace,Chelsea,A,A,0,3,0,1,0,0,3,0,T,,
2015/2016,1/3/2016,January,Everton,Tottenham,D,D,1,1,1,1,0,0,1,2,T,,
2015/2016,1/12/2016,January,Aston Villa,Crystal Palace,H,D,1,0,0,0,0,0,2,1,T,,
2015/2016,1/12/2016,January,Bournemouth,West Ham,A,H,1,3,1,0,0,0,1,1,T,,
2015/2016,1/12/2016,January,Newcastle,Man United,D,A,3,3,1,2,0,0,1,3,T,,
2015/2016,1/13/2016,January,Chelsea,West Brom,D,D,2,2,1,1,0,0,3,3,T,,
2015/2016,1/13/2016,January,Liverpool,Arsenal,D,D,3,3,2,2,0,0,2,0,T,,
2015/2016,1/13/2016,January,Man City,Everton,D,D,0,0,0,0,0,0,0,1,T,,
2015/2016,1/13/2016,January,Southampton,Watford,H,H,2,0,1,0,0,0,1,2,T,,
2015/2016,1/13/2016,January,Stoke,Norwich,H,D,3,1,0,0,0,1,0,1,T,,
2015/2016,1/13/2016,January,Swansea,Sunderland,A,H,2,4,2,1,1,0,2,0,T,,
2015/2016,1/13/2016,January,Tottenham,Leicester,A,D,0,1,0,0,0,0,1,0,T,,
2015/2016,1/16/2016,January,Aston Villa,Leicester,D,A,1,1,0,1,0,0,3,2,T,,
2015/2016,1/16/2016,January,Bournemouth,Norwich,H,H,3,0,1,0,0,0,1,1,T,,
2015/2016,1/16/2016,January,Chelsea,Everton,D,D,3,3,0,0,0,0,1,1,T,,
2015/2016,1/16/2016,January,Man City,Crystal Palace,H,H,4,0,2,0,0,0,0,2,T,,
2015/2016,1/16/2016,January,Newcastle,West Ham,H,H,2,1,2,0,0,0,1,0,T,,
2015/2016,1/16/2016,January,Southampton,West Brom,H,H,3,0,2,0,0,0,0,0,T,,
2015/2016,1/16/2016,January,Tottenham,Sunderland,H,D,4,1,1,1,0,0,0,2,T,,
2015/2016,1/17/2016,January,Liverpool,Man United,A,D,0,1,0,0,0,0,0,2,T,,
2015/2016,1/17/2016,January,Stoke,Arsenal,D,D,0,0,0,0,0,0,0,0,T,,
2015/2016,1/18/2016,January,Swansea,Watford,H,H,1,0,1,0,0,0,2,2,T,,
2015/2016,1/23/2016,January,Crystal Palace,Tottenham,A,H,1,3,1,0,0,0,2,2,T,,
2015/2016,1/23/2016,January,Leicester,Stoke,H,H,3,0,1,0,0,0,0,1,T,,
2015/2016,1/23/2016,January,Man United,Southampton,A,D,0,1,0,0,0,0,0,0,T,,
2015/2016,1/23/2016,January,Norwich,Liverpool,A,H,4,5,2,1,0,0,0,1,T,,
2015/2016,1/23/2016,January,Sunderland,Bournemouth,D,D,1,1,1,1,0,0,1,1,T,,
2015/2016,1/23/2016,January,Watford,Newcastle,H,D,2,1,0,0,0,0,2,1,T,,
2015/2016,1/23/2016,January,West Brom,Aston Villa,D,D,0,0,0,0,0,0,0,1,T,,
2015/2016,1/23/2016,January,West Ham,Man City,D,D,2,2,1,1,0,0,2,3,T,,
2015/2016,1/24/2016,January,Arsenal,Chelsea,A,A,0,1,0,1,1,0,1,3,T,,
2015/2016,1/24/2016,January,Everton,Swansea,A,A,1,2,1,2,0,0,0,3,T,,
2015/2016,2/2/2016,February,Arsenal,Southampton,D,D,0,0,0,0,0,0,2,1,T,,
2015/2016,2/2/2016,February,Crystal Palace,Bournemouth,A,D,1,2,1,1,0,0,3,4,T,,
2015/2016,2/2/2016,February,Leicester,Liverpool,H,D,2,0,0,0,0,0,0,1,T,,
2015/2016,2/2/2016,February,Man United,Stoke,H,H,3,0,2,0,0,0,2,1,T,,
2015/2016,2/2/2016,February,Norwich,Tottenham,A,A,0,3,0,2,0,0,2,2,T,,
2015/2016,2/2/2016,February,Sunderland,Man City,A,A,0,1,0,1,0,0,1,4,T,,
2015/2016,2/2/2016,February,West Brom,Swansea,D,D,1,1,0,0,0,0,0,0,T,,
2015/2016,2/2/2016,February,West Ham,Aston Villa,H,D,2,0,0,0,0,1,3,0,T,,
2015/2016,2/3/2016,February,Everton,Newcastle,H,H,3,0,1,0,0,1,1,2,T,,
2015/2016,2/3/2016,February,Watford,Chelsea,D,D,0,0,0,0,0,0,2,1,T,,
2015/2016,2/6/2016,February,Aston Villa,Norwich,H,H,2,0,1,0,0,0,0,2,T,,
2015/2016,2/6/2016,February,Liverpool,Sunderland,D,D,2,2,0,0,0,0,1,1,T,,
2015/2016,2/6/2016,February,Man City,Leicester,A,A,1,3,0,1,0,0,2,2,T,,
2015/2016,2/6/2016,February,Newcastle,West Brom,H,H,1,0,1,0,0,0,0,3,T,,
2015/2016,2/6/2016,February,Southampton,West Ham,H,H,1,0,1,0,1,0,1,2,T,,
2015/2016,2/6/2016,February,Stoke,Everton,A,A,0,3,0,3,0,0,1,0,T,,
2015/2016,2/6/2016,February,Swansea,Crystal Palace,D,H,1,1,1,0,0,0,1,2,T,,
2015/2016,2/6/2016,February,Tottenham,Watford,H,D,1,0,0,0,0,0,0,1,T,,
2015/2016,2/7/2016,February,Bournemouth,Arsenal,A,A,0,2,0,2,0,0,0,1,T,,
2015/2016,2/7/2016,February,Chelsea,Man United,D,D,1,1,0,0,0,0,0,3,T,,
2015/2016,2/13/2016,February,Bournemouth,Stoke,A,A,1,3,0,1,0,0,4,2,T,,
2015/2016,2/13/2016,February,Chelsea,Newcastle,H,H,5,1,3,0,1,0,0,1,T,,
2015/2016,2/13/2016,February,Crystal Palace,Watford,A,D,1,2,1,1,0,0,0,2,T,,
2015/2016,2/13/2016,February,Everton,West Brom,A,A,0,1,0,1,0,0,1,3,T,,
2015/2016,2/13/2016,February,Norwich,West Ham,D,D,2,2,0,0,0,0,2,2,T,,
2015/2016,2/13/2016,February,Sunderland,Man United,H,D,2,1,1,1,0,0,2,3,T,,
2015/2016,2/13/2016,February,Swansea,Southampton,A,D,0,1,0,0,0,0,0,3,T,,
2015/2016,2/14/2016,February,Arsenal,Leicester,H,A,2,1,0,1,0,1,4,3,T,,
2015/2016,2/14/2016,February,Aston Villa,Liverpool,A,A,0,6,0,2,0,0,3,1,T,,
2015/2016,2/14/2016,February,Man City,Tottenham,A,D,1,2,0,0,0,0,1,3,T,,
2015/2016,2/27/2016,February,Leicester,Norwich,H,D,1,0,0,0,0,0,0,2,T,,
2015/2016,2/27/2016,February,Southampton,Chelsea,A,H,1,2,1,0,0,0,3,1,T,,
2015/2016,2/27/2016,February,Stoke,Aston Villa,H,D,2,1,0,0,0,0,0,3,T,,
2015/2016,2/27/2016,February,Watford,Bournemouth,D,D,0,0,0,0,0,0,3,1,T,,
2015/2016,2/27/2016,February,West Brom,Crystal Palace,H,H,3,2,3,0,0,0,2,2,T,,
2015/2016,2/27/2016,February,West Ham,Sunderland,H,H,1,0,1,0,0,0,1,0,T,,
2015/2016,2/28/2016,February,Tottenham,Swansea,H,A,2,1,0,1,0,0,2,3,T,,
2015/2016,2/28/2016,February,Man United,Arsenal,H,H,3,2,2,1,0,0,4,3,T,,
2015/2016,3/1/2016,March,Aston Villa,Everton,A,A,1,3,0,2,0,0,3,1,T,,
2015/2016,3/1/2016,March,Bournemouth,Southampton,H,H,2,0,1,0,0,0,0,0,T,,
2015/2016,3/1/2016,March,Leicester,West Brom,D,H,2,2,2,1,0,0,0,2,T,,
2015/2016,3/1/2016,March,Norwich,Chelsea,A,A,1,2,0,2,0,0,3,2,T,,
2015/2016,3/1/2016,March,Sunderland,Crystal Palace,D,H,2,2,1,0,0,0,1,1,T,,
2015/2016,3/2/2016,March,Arsenal,Swansea,A,D,1,2,1,1,0,0,0,2,T,,
2015/2016,3/2/2016,March,Liverpool,Man City,H,H,3,0,2,0,0,0,0,1,T,,
2015/2016,3/2/2016,March,Man United,Watford,H,D,1,0,0,0,0,0,1,2,T,,
2015/2016,3/2/2016,March,Stoke,Newcastle,H,D,1,0,0,0,0,0,1,0,T,,
2015/2016,3/2/2016,March,West Ham,Tottenham,H,H,1,0,1,0,0,0,0,3,T,,
2015/2016,3/5/2016,March,Chelsea,Stoke,D,H,1,1,1,0,0,0,1,2,T,,
2015/2016,3/5/2016,March,Everton,West Ham,A,H,2,3,1,0,1,0,2,3,T,,
2015/2016,3/5/2016,March,Man City,Aston Villa,H,D,4,0,0,0,0,0,0,1,T,,
2015/2016,3/5/2016,March,Newcastle,Bournemouth,A,A,1,3,0,1,0,0,1,3,T,,
2015/2016,3/5/2016,March,Southampton,Sunderland,D,D,1,1,0,0,1,0,2,1,T,,
2015/2016,3/5/2016,March,Swansea,Norwich,H,D,1,0,0,0,0,0,2,5,T,,
2015/2016,3/5/2016,March,Tottenham,Arsenal,D,A,2,2,0,1,0,1,2,2,T,,
2015/2016,3/5/2016,March,Watford,Leicester,A,D,0,1,0,0,0,0,2,2,T,,
2015/2016,3/6/2016,March,Crystal Palace,Liverpool,A,D,1,2,0,0,0,1,1,2,T,,
2015/2016,3/6/2016,March,West Brom,Man United,H,D,1,0,0,0,0,1,1,0,T,,
2015/2016,3/12/2016,March,Bournemouth,Swansea,H,D,3,2,1,1,0,0,1,0,T,,
2015/2016,3/12/2016,March,Norwich,Man City,D,D,0,0,0,0,0,0,3,1,T,,
2015/2016,3/12/2016,March,Stoke,Southampton,A,A,1,2,0,2,0,1,1,2,T,,
2015/2016,3/13/2016,March,Aston Villa,Tottenham,A,A,0,2,0,1,0,0,0,0,T,,
2015/2016,3/14/2016,March,Leicester,Newcastle,H,H,1,0,1,0,0,0,0,0,T,,
2015/2016,3/19/2016,March,Chelsea,West Ham,D,D,2,2,1,1,0,0,3,5,T,,
2015/2016,3/19/2016,March,Crystal Palace,Leicester,A,A,0,1,0,1,0,0,1,1,T,,
2015/2016,3/19/2016,March,Everton,Arsenal,A,A,0,2,0,2,0,0,0,0,T,,
2015/2016,3/19/2016,March,Swansea,Aston Villa,H,D,1,0,0,0,0,0,3,2,T,,
2015/2016,3/19/2016,March,Watford,Stoke,A,A,1,2,0,1,0,0,3,1,T,,
2015/2016,3/19/2016,March,West Brom,Norwich,A,D,0,1,0,0,0,0,1,2,T,,
2015/2016,3/20/2016,March,Man City,Man United,A,A,0,1,0,1,0,0,1,1,T,,
2015/2016,3/20/2016,March,Newcastle,Sunderland,D,A,1,1,0,1,0,0,4,1,T,,
2015/2016,3/20/2016,March,Southampton,Liverpool,H,A,3,2,0,2,0,0,1,3,T,,
2015/2016,3/20/2016,March,Tottenham,Bournemouth,H,H,3,0,2,0,0,0,0,1,T,,
2015/2016,4/2/2016,April,Arsenal,Watford,H,H,4,0,2,0,0,0,1,1,T,,
2015/2016,4/2/2016,April,Aston Villa,Chelsea,A,A,0,4,0,2,1,0,4,1,T,,
2015/2016,4/2/2016,April,Bournemouth,Man City,A,A,0,4,0,3,0,0,0,1,T,,
2015/2016,4/2/2016,April,Liverpool,Tottenham,D,D,1,1,0,0,0,0,2,0,T,,
2015/2016,4/2/2016,April,Norwich,Newcastle,H,H,3,2,1,0,0,0,0,0,T,,
2015/2016,4/2/2016,April,Stoke,Swansea,D,H,2,2,1,0,0,0,0,1,T,,
2015/2016,4/2/2016,April,Sunderland,West Brom,D,D,0,0,0,0,0,0,1,1,T,,
2015/2016,4/2/2016,April,West Ham,Crystal Palace,D,H,2,2,2,1,1,0,2,2,T,,
2015/2016,4/3/2016,April,Leicester,Southampton,H,H,1,0,1,0,0,0,2,2,T,,
2015/2016,4/3/2016,April,Man United,Everton,H,D,1,0,0,0,0,0,2,0,T,,
2015/2016,4/9/2016,April,Aston Villa,Bournemouth,A,A,1,2,0,1,0,0,2,2,T,,
2015/2016,4/9/2016,April,Crystal Palace,Norwich,H,D,1,0,0,0,0,0,2,1,T,,
2015/2016,4/9/2016,April,Man City,West Brom,H,D,2,1,1,1,0,0,0,1,T,,
2015/2016,4/9/2016,April,Southampton,Newcastle,H,H,3,1,2,0,0,0,0,0,T,,
2015/2016,4/9/2016,April,Swansea,Chelsea,H,H,1,0,1,0,0,0,5,4,T,,
2015/2016,4/9/2016,April,Watford,Everton,D,D,1,1,1,1,0,0,2,1,T,,
2015/2016,4/9/2016,April,West Ham,Arsenal,D,D,3,3,2,2,0,0,2,0,T,,
2015/2016,4/10/2016,April,Liverpool,Stoke,H,H,4,1,2,1,0,0,0,2,T,,
2015/2016,4/10/2016,April,Sunderland,Leicester,A,D,0,2,0,0,0,0,1,1,T,,
2015/2016,4/10/2016,April,Tottenham,Man United,H,D,3,0,0,0,0,0,3,3,T,,
2015/2016,4/13/2016,April,Crystal Palace,Everton,D,D,0,0,0,0,0,1,0,1,T,,
2015/2016,4/16/2016,April,Chelsea,Man City,A,A,0,3,0,1,1,0,2,3,T,,
2015/2016,4/16/2016,April,Everton,Southampton,D,D,1,1,0,0,0,0,1,1,T,,
2015/2016,4/16/2016,April,Man United,Aston Villa,H,H,1,0,1,0,0,0,0,1,T,,
2015/2016,4/16/2016,April,Newcastle,Swansea,H,H,3,0,1,0,0,0,2,1,T,,
2015/2016,4/16/2016,April,Norwich,Sunderland,A,A,0,3,0,1,0,0,2,2,T,,
2015/2016,4/16/2016,April,West Brom,Watford,A,A,0,1,0,1,0,0,0,3,T,,
2015/2016,4/17/2016,April,Arsenal,Crystal Palace,D,H,1,1,1,0,0,0,0,2,T,,
2015/2016,4/17/2016,April,Bournemouth,Liverpool,A,A,1,2,0,2,0,0,0,0,T,,
2015/2016,4/17/2016,April,Leicester,West Ham,D,H,2,2,1,0,1,0,1,3,T,,
2015/2016,4/18/2016,April,Stoke,Tottenham,A,A,0,4,0,1,0,0,2,0,T,,
2015/2016,4/19/2016,April,Newcastle,Man City,D,D,1,1,1,1,0,0,3,2,T,,
2015/2016,4/20/2016,April,Liverpool,Everton,H,H,4,0,2,0,0,1,1,1,T,,
2015/2016,4/20/2016,April,Man United,Crystal Palace,H,H,2,0,1,0,0,0,1,2,T,,
2015/2016,4/20/2016,April,West Ham,Watford,H,H,3,1,2,0,0,1,0,2,T,,
2015/2016,4/21/2016,April,Arsenal,West Brom,H,H,2,0,2,0,0,0,0,1,T,,
2015/2016,4/23/2016,April,Aston Villa,Southampton,A,A,2,4,1,2,0,0,2,0,T,,
2015/2016,4/23/2016,April,Bournemouth,Chelsea,A,A,1,4,1,2,0,0,1,0,T,,
2015/2016,4/23/2016,April,Liverpool,Newcastle,D,H,2,2,2,0,0,0,1,1,T,,
2015/2016,4/23/2016,April,Man City,Stoke,H,H,4,0,2,0,0,0,0,0,T,,
2015/2016,4/24/2016,April,Leicester,Swansea,H,H,4,0,2,0,0,0,1,2,T,,
2015/2016,4/24/2016,April,Sunderland,Arsenal,D,D,0,0,0,0,0,0,2,4,T,,
2015/2016,4/25/2016,April,Tottenham,West Brom,D,H,1,1,1,0,0,0,0,1,T,,
2015/2016,4/30/2016,April,Arsenal,Norwich,H,D,1,0,0,0,0,0,1,0,T,,
2015/2016,4/30/2016,April,Everton,Bournemouth,H,D,2,1,1,1,0,0,1,0,T,,
2015/2016,4/30/2016,April,Newcastle,Crystal Palace,H,D,1,0,0,0,0,0,2,0,T,,
2015/2016,4/30/2016,April,Stoke,Sunderland,D,D,1,1,0,0,0,0,2,2,T,,
2015/2016,4/30/2016,April,Watford,Aston Villa,H,D,3,2,1,1,0,1,2,3,T,,
2015/2016,4/30/2016,April,West Brom,West Ham,A,A,0,3,0,2,0,0,0,0,T,,
2015/2016,5/1/2016,May,Man United,Leicester,D,D,1,1,1,1,0,1,3,0,T,,
2015/2016,5/1/2016,May,Southampton,Man City,H,H,4,2,2,1,0,0,2,1,T,,
2015/2016,5/1/2016,May,Swansea,Liverpool,H,H,3,1,2,0,0,1,2,2,T,,
2015/2016,5/2/2016,May,Chelsea,Tottenham,D,A,2,2,0,2,0,0,3,9,T,,
2015/2016,5/7/2016,May,Aston Villa,Newcastle,D,D,0,0,0,0,0,0,1,1,T,,
2015/2016,5/7/2016,May,Bournemouth,West Brom,D,A,1,1,0,1,0,0,2,1,T,,
2015/2016,5/7/2016,May,Crystal Palace,Stoke,H,A,2,1,0,1,0,0,2,3,T,,
2015/2016,5/7/2016,May,Leicester,Everton,H,H,3,1,2,0,0,0,0,3,T,,
2015/2016,5/7/2016,May,Norwich,Man United,A,D,0,1,0,0,0,0,1,0,T,,
2015/2016,5/7/2016,May,Sunderland,Chelsea,H,A,3,2,1,2,0,1,4,1,T,,
2015/2016,5/7/2016,May,West Ham,Swansea,A,A,1,4,0,2,0,0,3,0,T,,
2015/2016,5/8/2016,May,Liverpool,Watford,H,H,2,0,1,0,0,0,1,2,T,,
2015/2016,5/8/2016,May,Man City,Arsenal,D,D,2,2,1,1,0,0,2,1,T,,
2015/2016,5/8/2016,May,Tottenham,Southampton,A,D,1,2,1,1,0,0,0,3,T,,
2015/2016,5/10/2016,May,West Ham,Man United,H,H,3,2,1,0,0,0,1,3,T,,
2015/2016,5/11/2016,May,Liverpool,Chelsea,D,A,1,1,0,1,0,0,3,1,T,,
2015/2016,5/11/2016,May,Norwich,Watford,H,H,4,2,3,1,0,0,2,3,T,,
2015/2016,5/11/2016,May,Sunderland,Everton,H,H,3,0,2,0,0,0,1,0,T,,
2015/2016,5/15/2016,May,Arsenal,Aston Villa,H,H,4,0,1,0,0,0,0,1,T,,
2015/2016,5/15/2016,May,Chelsea,Leicester,D,D,1,1,0,0,0,0,0,0,T,,
2015/2016,5/15/2016,May,Everton,Norwich,H,H,3,0,2,0,0,0,0,0,T,,
2015/2016,5/15/2016,May,Newcastle,Tottenham,H,H,5,1,2,0,1,0,1,2,T,,
2015/2016,5/15/2016,May,Southampton,Crystal Palace,H,H,4,1,1,0,0,0,1,2,T,,
2015/2016,5/15/2016,May,Stoke,West Ham,H,A,2,1,0,1,0,0,3,1,T,,
2015/2016,5/15/2016,May,Swansea,Man City,D,D,1,1,1,1,0,0,1,3,T,,
2015/2016,5/15/2016,May,Watford,Sunderland,D,A,2,2,0,1,0,0,1,0,T,,
2015/2016,5/15/2016,May,West Brom,Liverpool,D,D,1,1,1,1,0,0,3,1,T,,
2015/2016,5/17/2016,May,Man United,Bournemouth,H,H,3,1,1,0,0,0,1,0,T,,
2016/2017,8/13/2016,August,Burnley,Swansea,A,D,0,1,0,0,0,0,3,2,T,,
2016/2017,8/13/2016,August,Crystal Palace,West Brom,A,D,0,1,0,0,0,0,2,2,T,,
2016/2017,8/13/2016,August,Everton,Tottenham,D,H,1,1,1,0,0,0,0,0,T,,
2016/2017,8/13/2016,August,Hull,Leicester,H,H,2,1,1,0,0,0,2,2,T,,
2016/2017,8/13/2016,August,Man City,Sunderland,H,H,2,1,1,0,0,0,1,2,T,,
2016/2017,8/13/2016,August,Middlesbrough,Stoke,D,H,1,1,1,0,0,0,3,5,T,,
2016/2017,8/13/2016,August,Southampton,Watford,D,A,1,1,0,1,0,1,1,2,T,,
2016/2017,8/14/2016,August,Arsenal,Liverpool,A,D,3,4,1,1,0,0,3,3,T,,
2016/2017,8/14/2016,August,Bournemouth,Man United,A,A,1,3,0,1,0,0,0,1,T,,
2016/2017,8/15/2016,August,Chelsea,West Ham,H,D,2,1,0,0,0,0,5,2,T,,
2016/2017,8/19/2016,August,Man United,Southampton,H,H,2,0,1,0,0,0,0,0,T,,
2016/2017,8/20/2016,August,Burnley,Liverpool,H,H,2,0,2,0,0,0,0,1,T,,
2016/2017,8/20/2016,August,Leicester,Arsenal,D,D,0,0,0,0,0,0,1,2,T,,
2016/2017,8/20/2016,August,Stoke,Man City,A,A,1,4,0,2,0,0,3,4,T,,
2016/2017,8/20/2016,August,Swansea,Hull,A,D,0,2,0,0,0,0,0,0,T,,
2016/2017,8/20/2016,August,Tottenham,Crystal Palace,H,D,1,0,0,0,0,0,3,3,T,,
2016/2017,8/20/2016,August,Watford,Chelsea,A,D,1,2,0,0,0,0,4,3,T,,
2016/2017,8/20/2016,August,West Brom,Everton,A,D,1,2,1,1,0,0,3,1,T,,
2016/2017,8/21/2016,August,Sunderland,Middlesbrough,A,A,1,2,0,2,0,0,1,1,T,,
2016/2017,8/21/2016,August,West Ham,Bournemouth,H,D,1,0,0,0,0,1,3,1,T,,
2016/2017,8/27/2016,August,Chelsea,Burnley,H,H,3,0,2,0,0,0,2,2,T,,
2016/2017,8/27/2016,August,Crystal Palace,Bournemouth,D,A,1,1,0,1,0,0,2,1,T,,
2016/2017,8/27/2016,August,Everton,Stoke,H,D,1,0,0,0,0,0,2,1,T,,
2016/2017,8/27/2016,August,Hull,Man United,A,D,0,1,0,0,0,0,2,3,T,,
2016/2017,8/27/2016,August,Leicester,Swansea,H,H,2,1,1,0,0,0,2,2,T,,
2016/2017,8/27/2016,August,Southampton,Sunderland,D,D,1,1,0,0,0,0,2,2,T,,
2016/2017,8/27/2016,August,Tottenham,Liverpool,D,A,1,1,0,1,0,0,3,5,T,,
2016/2017,8/27/2016,August,Watford,Arsenal,A,A,1,3,0,3,0,0,6,1,T,,
2016/2017,8/28/2016,August,Man City,West Ham,H,H,3,1,2,0,0,0,1,3,T,,
2016/2017,8/28/2016,September,West Brom,Middlesbrough,D,D,0,0,0,0,0,0,1,3,T,,
2016/2017,9/10/2016,September,Arsenal,Southampton,H,D,2,1,1,1,0,0,2,5,T,,
2016/2017,9/10/2016,September,Bournemouth,West Brom,H,D,1,0,0,0,0,0,1,3,T,,
2016/2017,9/10/2016,September,Burnley,Hull,D,D,1,1,0,0,0,0,2,0,T,,
2016/2017,9/10/2016,September,Liverpool,Leicester,H,H,4,1,2,1,0,0,1,2,T,,
2016/2017,9/10/2016,September,Man United,Man City,A,A,1,2,1,2,0,0,4,2,T,,
2016/2017,9/10/2016,September,Middlesbrough,Crystal Palace,A,D,1,2,1,1,0,0,1,2,T,,
2016/2017,9/10/2016,September,Stoke,Tottenham,A,A,0,4,0,1,0,0,3,2,T,,
2016/2017,9/10/2016,September,West Ham,Watford,A,D,2,4,2,2,0,0,2,2,T,,
2016/2017,9/11/2016,September,Swansea,Chelsea,D,A,2,2,0,1,0,0,3,4,T,,
2016/2017,9/12/2016,September,Sunderland,Everton,A,D,0,3,0,0,0,0,1,1,T,,
2016/2017,9/16/2016,September,Chelsea,Liverpool,A,A,1,2,0,2,0,0,1,1,T,,
2016/2017,9/17/2016,September,Everton,Middlesbrough,H,H,3,1,3,1,0,0,2,1,T,,
2016/2017,9/17/2016,September,Hull,Arsenal,A,A,1,4,0,1,1,0,0,2,T,,
2016/2017,9/17/2016,September,Leicester,Burnley,H,H,3,0,1,0,0,0,0,1,T,,
2016/2017,9/17/2016,September,Man City,Bournemouth,H,H,4,0,2,0,1,0,1,1,T,,
2016/2017,9/17/2016,September,West Brom,West Ham,H,H,4,2,3,0,0,0,2,1,T,,
2016/2017,9/18/2016,September,Crystal Palace,Stoke,H,H,4,1,2,0,0,0,2,1,T,,
2016/2017,9/18/2016,September,Southampton,Swansea,H,D,1,0,0,0,0,0,1,1,T,,
2016/2017,9/18/2016,September,Tottenham,Sunderland,H,D,1,0,0,0,0,1,1,5,T,,
2016/2017,9/18/2016,September,Watford,Man United,H,H,3,1,1,0,0,0,3,4,T,,
2016/2017,9/24/2016,September,Arsenal,Chelsea,H,H,3,0,3,0,0,0,0,2,T,,
2016/2017,9/24/2016,September,Bournemouth,Everton,H,H,1,0,1,0,0,0,2,2,T,,
2016/2017,9/24/2016,September,Liverpool,Hull,H,H,5,1,3,0,0,1,1,2,T,,
2016/2017,9/24/2016,September,Man United,Leicester,H,H,4,1,4,0,0,0,0,2,T,,
2016/2017,9/24/2016,September,Middlesbrough,Tottenham,A,A,1,2,0,2,0,0,2,1,T,,
2016/2017,9/24/2016,September,Stoke,West Brom,D,D,1,1,0,0,0,0,3,4,T,,
2016/2017,9/24/2016,September,Sunderland,Crystal Palace,A,H,2,3,1,0,0,0,0,2,T,,
2016/2017,9/24/2016,September,Swansea,Man City,A,D,1,3,1,1,0,0,2,4,T,,
2016/2017,9/25/2016,September,West Ham,Southampton,A,A,0,3,0,1,0,0,5,2,T,,
2016/2017,9/26/2016,September,Burnley,Watford,H,H,2,0,1,0,0,0,1,3,T,,
2016/2017,9/30/2016,October,Everton,Crystal Palace,D,H,1,1,1,0,0,0,5,4,T,,
2016/2017,10/1/2016,October,Hull,Chelsea,A,D,0,2,0,0,0,0,2,2,T,,
2016/2017,10/1/2016,October,Sunderland,West Brom,D,A,1,1,0,1,0,0,1,3,T,,
2016/2017,10/1/2016,October,Swansea,Liverpool,A,H,1,2,1,0,0,0,2,2,T,,
2016/2017,10/1/2016,October,Watford,Bournemouth,D,A,2,2,0,1,0,0,3,4,T,,
2016/2017,10/1/2016,October,West Ham,Middlesbrough,D,D,1,1,0,0,0,0,2,3,T,,
2016/2017,10/2/2016,October,Burnley,Arsenal,A,D,0,1,0,0,0,0,0,0,T,,
2016/2017,10/2/2016,October,Leicester,Southampton,D,D,0,0,0,0,0,0,1,0,T,,
2016/2017,10/2/2016,October,Man United,Stoke,D,D,1,1,0,0,0,0,3,0,T,,
